timestamp,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6
0,0.0,19.85,23.76,-7.359999999999999,-45.36,-68.69,20.07
1,0.013311624526977539,29.310000000000002,28.290000000000003,-9.79,-50.779999999999994,-2.18,20.08
2,0.026546955108642578,26.11,27.349999999999998,-8.82,-47.47,-65.96,25.67
3,0.03988289833068848,26.770000000000003,33.39,-7.609999999999999,-38.25,-59.18,26.35
4,0.05318021774291992,26.509999999999998,33.58,-25.88,-39.8,-65.00999999999999,20.689999999999998
5,0.06650924682617188,22.68,26.669999999999998,-14.57,-52.86000000000001,-68.02,19.82
6,0.07983207702636719,29.189999999999998,34.540000000000006,-5.009999999999998,-43.86,-63.94,19.78
7,0.09308671951293945,27.119999999999997,27.610000000000003,-7.969999999999999,-42.68,-64.36,25.659999999999997
8,0.10776352882385254,25.9,32.540000000000006,-4.969999999999999,-43.55,-58.68,26.5
9,0.121063232421875,22.35,35.0,-20.73,-38.47,-62.94,21.11
10,0.13450884819030762,22.89,27.110000000000003,-13.529999999999998,-52.71,-67.83,19.700000000000003
11,0.14774823188781738,26.22,36.95,-3.240000000000002,-44.06,-63.36,20.58
12,0.16099834442138672,25.589999999999996,30.209999999999997,-7.329999999999998,-45.35,-66.21,22.21
13,0.1743612289428711,21.0,25.540000000000003,-9.049999999999997,-47.98,-62.94,21.909999999999997
14,0.18758416175842285,21.159999999999997,21.779999999999998,-16.509999999999998,-45.08,-63.83,23.479999999999997
15,0.20095181465148926,24.869999999999997,23.499999999999996,-11.73,-56.02,-78.52999999999999,7.619999999999997
16,0.21427392959594727,28.78,28.88,-7.640000000000001,-48.4,-69.52,16.14
17,0.22762775421142578,28.85,29.610000000000003,-8.21,-42.79,-0.95,20.009999999999998
18,0.24090218544006348,28.43,24.040000000000003,-15.2,-47.43,-68.69999999999999,20.0
19,0.25428295135498047,26.700000000000003,30.419999999999998,-14.719999999999999,-48.18,-70.16,18.810000000000002
20,0.2675025463104248,31.240000000000002,26.3,-5.140000000000001,-36.22,-66.85,14.240000000000002
21,0.2808656692504883,28.36,31.77,-2.030000000000001,-41.2,-66.16,20.57
22,0.29686760902404785,31.979999999999997,28.26,-4.460000000000001,-46.06,-67.35,20.18
23,0.3102452754974365,16.14,26.139999999999997,-10.75,-51.46,-64.64,21.630000000000003
24,0.32357096672058105,23.28,20.66,-17.299999999999997,-46.24,-67.69999999999999,22.15
25,0.3367908000946045,25.009999999999998,25.139999999999997,-12.02,-58.550000000000004,-76.17999999999999,8.32
26,0.3501267433166504,28.560000000000002,29.150000000000002,-3.75,-43.81,-70.63,16.009999999999998
27,0.3634755611419678,22.71,31.470000000000002,-7.689999999999998,-45.44,-64.52,21.439999999999998
28,0.37673020362854004,23.9,29.290000000000003,-20.619999999999997,-46.9,-68.58999999999999,20.340000000000003
29,0.3900268077850342,24.22,34.010000000000005,-5.769999999999996,-47.62,-66.41999999999999,21.490000000000002
30,0.4033389091491699,22.189999999999998,31.8,-4.899999999999999,-34.54,-62.79,17.950000000000003
31,0.4166419506072998,25.67,31.12,-2.9099999999999966,-41.13,-64.08,25.57
32,0.43000102043151855,12.92,18.05,-8.809999999999999,-51.199999999999996,-71.82,16.68
33,0.443253755569458,20.43,24.779999999999998,-10.54,-42.15,-64.32,22.810000000000002
34,0.4566044807434082,31.43,27.580000000000002,-11.279999999999998,-46.39,-67.52999999999999,17.869999999999997
35,0.46993541717529297,26.089999999999996,26.540000000000003,-9.77,-43.67,-60.81,30.299999999999997
36,0.4831829071044922,28.17,29.73,-7.829999999999998,-38.96,-59.92,25.630000000000003
37,0.49648427963256836,32.16,25.150000000000002,-18.73,-39.72,-66.47999999999999,18.810000000000002
38,0.5098376274108887,20.78,24.669999999999998,-13.709999999999997,-49.470000000000006,-68.58999999999999,20.409999999999997
39,0.5231125354766846,35.559999999999995,31.37,-7.539999999999999,-41.3,-64.52,22.03
40,0.5364384651184082,27.159999999999997,29.87,-6.789999999999999,-45.18,-63.92,20.15
41,0.5497927665710449,25.39,27.529999999999998,-4.449999999999996,-40.32,-63.2,26.340000000000003
42,0.5630989074707031,22.67,25.44,-7.710000000000001,-42.99,-63.45,23.42
43,0.5763759613037109,24.560000000000002,21.790000000000003,-7.119999999999997,-58.199999999999996,-77.6,11.549999999999997
44,0.5897226333618164,30.119999999999997,26.16,3.9100000000000037,-51.839999999999996,-70.99,19.119999999999997
45,0.6029624938964844,34.32,26.669999999999998,-7.449999999999996,-45.17,-67.88,20.450000000000003
46,0.6162850856781006,25.43,18.610000000000003,-12.649999999999999,-51.07,-71.91999999999999,21.75
47,0.6296720504760742,32.27,21.029999999999998,-15.2,-44.53,-64.81,22.270000000000003
48,0.6429333686828613,25.990000000000002,25.56,-6.210000000000001,-46.81,-75.55,10.590000000000003
49,0.656221866607666,31.93,30.06,-3.8500000000000014,-42.92,-69.03999999999999,20.53
50,0.6695706844329834,15.549999999999999,24.400000000000002,-0.3200000000000003,-52.88,-70.00999999999999,19.79
51,0.6828892230987549,23.880000000000003,27.209999999999997,-9.27,-44.85,-67.75,21.020000000000003
52,0.6962201595306396,24.950000000000003,30.06,1.9299999999999997,-49.279999999999994,-70.07,18.64
53,0.709486722946167,22.82,28.099999999999998,-3.6299999999999955,-35.160000000000004,-56.86,28.259999999999998
54,0.723071813583374,28.39,29.81,-1.4099999999999966,-40.6,-63.160000000000004,25.770000000000003
