通道1	通道2	通道3	通道4	通道5	通道6	
-106.000000	-41.000000	5.000000	193.000000	100.000000	-41.000000	2023/5/21 星期日 11:13:09
-106.000000	-41.000000	5.000000	193.000000	100.000000	-41.000000	2023/5/21 星期日 11:13:09
-106.000000	-41.000000	5.000000	193.000000	153.000000	-41.000000	2023/5/21 星期日 11:13:09
-106.000000	-41.000000	-21.000000	193.000000	153.000000	-105.000000	2023/5/21 星期日 11:13:09
-106.000000	-41.000000	-21.000000	83.000000	153.000000	-105.000000	2023/5/21 星期日 11:13:09
-86.000000	-13.000000	-21.000000	83.000000	153.000000	-105.000000	2023/5/21 星期日 11:13:09
-86.000000	-13.000000	-21.000000	83.000000	153.000000	-105.000000	2023/5/21 星期日 11:13:09
-86.000000	-13.000000	-21.000000	83.000000	33.000000	-105.000000	2023/5/21 星期日 11:13:09
-86.000000	-13.000000	-21.000000	83.000000	33.000000	-49.000000	2023/5/21 星期日 11:13:09
-86.000000	-13.000000	-21.000000	-9.000000	33.000000	-49.000000	2023/5/21 星期日 11:13:09
-82.000000	-13.000000	-21.000000	-9.000000	33.000000	-49.000000	2023/5/21 星期日 11:13:09
-82.000000	-23.000000	-21.000000	-9.000000	33.000000	-49.000000	2023/5/21 星期日 11:13:09
-82.000000	-23.000000	-21.000000	-9.000000	-20.000000	-49.000000	2023/5/21 星期日 11:13:09
-82.000000	-23.000000	-21.000000	-9.000000	-20.000000	-49.000000	2023/5/21 星期日 11:13:09
-82.000000	-23.000000	0.000000	-68.000000	-20.000000	-124.000000	2023/5/21 星期日 11:13:09
-157.000000	-23.000000	0.000000	-68.000000	-20.000000	-124.000000	2023/5/21 星期日 11:13:09
-157.000000	-26.000000	0.000000	-68.000000	-20.000000	-124.000000	2023/5/21 星期日 11:13:09
-157.000000	-26.000000	0.000000	-68.000000	-20.000000	-124.000000	2023/5/21 星期日 11:13:09
-157.000000	-26.000000	0.000000	-68.000000	17.000000	-124.000000	2023/5/21 星期日 11:13:09
-157.000000	-26.000000	-10.000000	-68.000000	17.000000	-118.000000	2023/5/21 星期日 11:13:09
-120.000000	-26.000000	-10.000000	-27.000000	17.000000	-118.000000	2023/5/21 星期日 11:13:09
-120.000000	-26.000000	-10.000000	-27.000000	17.000000	-118.000000	2023/5/21 星期日 11:13:09
-120.000000	-6.000000	-10.000000	-27.000000	17.000000	-118.000000	2023/5/21 星期日 11:13:09
-120.000000	-6.000000	-10.000000	-27.000000	82.000000	-118.000000	2023/5/21 星期日 11:13:09
-120.000000	-6.000000	4.000000	-27.000000	82.000000	-94.000000	2023/5/21 星期日 11:13:09
-93.000000	-6.000000	4.000000	15.000000	82.000000	-94.000000	2023/5/21 星期日 11:13:09
-93.000000	-25.000000	4.000000	15.000000	82.000000	-94.000000	2023/5/21 星期日 11:13:09
-93.000000	-25.000000	4.000000	15.000000	82.000000	-94.000000	2023/5/21 星期日 11:13:09
-93.000000	-25.000000	4.000000	15.000000	-4.000000	-94.000000	2023/5/21 星期日 11:13:09
-93.000000	-25.000000	23.000000	15.000000	-4.000000	61.000000	2023/5/21 星期日 11:13:09
82.000000	-25.000000	23.000000	43.000000	-4.000000	61.000000	2023/5/21 星期日 11:13:09
82.000000	34.000000	23.000000	43.000000	-4.000000	61.000000	2023/5/21 星期日 11:13:09
82.000000	34.000000	23.000000	43.000000	-4.000000	61.000000	2023/5/21 星期日 11:13:10
82.000000	34.000000	23.000000	43.000000	2.000000	61.000000	2023/5/21 星期日 11:13:10
82.000000	34.000000	14.000000	43.000000	2.000000	57.000000	2023/5/21 星期日 11:13:10
-18.000000	34.000000	14.000000	175.000000	2.000000	57.000000	2023/5/21 星期日 11:13:10
-18.000000	-21.000000	14.000000	175.000000	2.000000	57.000000	2023/5/21 星期日 11:13:10
-18.000000	-21.000000	14.000000	175.000000	2.000000	57.000000	2023/5/21 星期日 11:13:10
-18.000000	-21.000000	14.000000	175.000000	191.000000	57.000000	2023/5/21 星期日 11:13:10
-18.000000	-21.000000	-11.000000	175.000000	191.000000	-129.000000	2023/5/21 星期日 11:13:10
-18.000000	-21.000000	-11.000000	162.000000	191.000000	-129.000000	2023/5/21 星期日 11:13:10
-129.000000	-34.000000	-11.000000	162.000000	191.000000	-129.000000	2023/5/21 星期日 11:13:10
-129.000000	-34.000000	-11.000000	162.000000	191.000000	-129.000000	2023/5/21 星期日 11:13:10
-129.000000	-34.000000	-11.000000	162.000000	74.000000	-129.000000	2023/5/21 星期日 11:13:10
-129.000000	-34.000000	-11.000000	162.000000	74.000000	-129.000000	2023/5/21 星期日 11:13:10
-129.000000	-34.000000	-26.000000	22.000000	74.000000	-52.000000	2023/5/21 星期日 11:13:10
-57.000000	-6.000000	-26.000000	22.000000	74.000000	-52.000000	2023/5/21 星期日 11:13:10
-57.000000	-6.000000	-26.000000	22.000000	74.000000	-52.000000	2023/5/21 星期日 11:13:10
-57.000000	-6.000000	-26.000000	22.000000	0.000000	-52.000000	2023/5/21 星期日 11:13:10
-57.000000	-6.000000	-9.000000	22.000000	0.000000	-52.000000	2023/5/21 星期日 11:13:10
-57.000000	-6.000000	-9.000000	22.000000	0.000000	-74.000000	2023/5/21 星期日 11:13:10
-121.000000	-38.000000	-9.000000	-52.000000	0.000000	-74.000000	2023/5/21 星期日 11:13:10
-121.000000	-38.000000	-9.000000	-52.000000	0.000000	-74.000000	2023/5/21 星期日 11:13:10
-121.000000	-38.000000	-9.000000	-52.000000	0.000000	-74.000000	2023/5/21 星期日 11:13:10
-121.000000	-38.000000	-6.000000	-52.000000	-8.000000	-74.000000	2023/5/21 星期日 11:13:10
-121.000000	-38.000000	-6.000000	-52.000000	-8.000000	-138.000000	2023/5/21 星期日 11:13:10
-148.000000	-38.000000	-6.000000	-51.000000	-8.000000	-138.000000	2023/5/21 星期日 11:13:10
-148.000000	-4.000000	-6.000000	-51.000000	-8.000000	-138.000000	2023/5/21 星期日 11:13:10
-148.000000	-4.000000	-6.000000	-51.000000	-8.000000	-138.000000	2023/5/21 星期日 11:13:10
-148.000000	-4.000000	-6.000000	-51.000000	57.000000	-138.000000	2023/5/21 星期日 11:13:10
-148.000000	-4.000000	-7.000000	-51.000000	57.000000	-96.000000	2023/5/21 星期日 11:13:10
-116.000000	-4.000000	-7.000000	0.000000	57.000000	-96.000000	2023/5/21 星期日 11:13:10
-116.000000	-24.000000	-7.000000	0.000000	57.000000	-96.000000	2023/5/21 星期日 11:13:10
-116.000000	-24.000000	-7.000000	0.000000	57.000000	-96.000000	2023/5/21 星期日 11:13:10
-116.000000	-24.000000	-7.000000	0.000000	59.000000	-96.000000	2023/5/21 星期日 11:13:10
-116.000000	-24.000000	17.000000	0.000000	59.000000	-24.000000	2023/5/21 星期日 11:13:10
1.000000	-24.000000	17.000000	19.000000	59.000000	-24.000000	2023/5/21 星期日 11:13:10
1.000000	6.000000	17.000000	19.000000	59.000000	-24.000000	2023/5/21 星期日 11:13:10
1.000000	6.000000	17.000000	19.000000	59.000000	-24.000000	2023/5/21 星期日 11:13:10
1.000000	6.000000	17.000000	19.000000	-56.000000	-24.000000	2023/5/21 星期日 11:13:10
1.000000	6.000000	22.000000	19.000000	-56.000000	118.000000	2023/5/21 星期日 11:13:10
76.000000	6.000000	22.000000	112.000000	-56.000000	118.000000	2023/5/21 星期日 11:13:10
76.000000	20.000000	22.000000	112.000000	-56.000000	118.000000	2023/5/21 星期日 11:13:10
76.000000	20.000000	22.000000	112.000000	-56.000000	118.000000	2023/5/21 星期日 11:13:10
76.000000	20.000000	22.000000	112.000000	137.000000	118.000000	2023/5/21 星期日 11:13:10
76.000000	20.000000	-1.000000	112.000000	137.000000	-69.000000	2023/5/21 星期日 11:13:10
-123.000000	20.000000	-1.000000	219.000000	137.000000	-69.000000	2023/5/21 星期日 11:13:10
-123.000000	-46.000000	-1.000000	219.000000	137.000000	-69.000000	2023/5/21 星期日 11:13:10
-123.000000	-46.000000	-1.000000	219.000000	137.000000	-69.000000	2023/5/21 星期日 11:13:10
-123.000000	-46.000000	-1.000000	219.000000	143.000000	-69.000000	2023/5/21 星期日 11:13:10
-123.000000	-46.000000	-21.000000	219.000000	143.000000	-94.000000	2023/5/21 星期日 11:13:10
-85.000000	-46.000000	-21.000000	73.000000	143.000000	-94.000000	2023/5/21 星期日 11:13:10
-85.000000	-14.000000	-21.000000	73.000000	143.000000	-94.000000	2023/5/21 星期日 11:13:11
-85.000000	-14.000000	-21.000000	73.000000	143.000000	-94.000000	2023/5/21 星期日 11:13:11
-85.000000	-14.000000	-21.000000	73.000000	28.000000	-94.000000	2023/5/21 星期日 11:13:11
-85.000000	-14.000000	-21.000000	73.000000	28.000000	-94.000000	2023/5/21 星期日 11:13:11
-72.000000	-14.000000	-26.000000	-13.000000	28.000000	-53.000000	2023/5/21 星期日 11:13:11
-72.000000	-22.000000	-26.000000	-13.000000	28.000000	-53.000000	2023/5/21 星期日 11:13:11
-72.000000	-22.000000	-26.000000	-13.000000	28.000000	-53.000000	2023/5/21 星期日 11:13:11
-72.000000	-22.000000	-26.000000	-13.000000	28.000000	-53.000000	2023/5/21 星期日 11:13:11
-72.000000	-22.000000	5.000000	-13.000000	-22.000000	-53.000000	2023/5/21 星期日 11:13:11
-72.000000	-22.000000	5.000000	-13.000000	-22.000000	-138.000000	2023/5/21 星期日 11:13:11
-131.000000	-29.000000	5.000000	-72.000000	-22.000000	-138.000000	2023/5/21 星期日 11:13:11
-131.000000	-29.000000	5.000000	-72.000000	-22.000000	-138.000000	2023/5/21 星期日 11:13:11
-131.000000	-29.000000	5.000000	-72.000000	-22.000000	-138.000000	2023/5/21 星期日 11:13:11
-131.000000	-29.000000	-9.000000	-72.000000	25.000000	-138.000000	2023/5/21 星期日 11:13:11
-131.000000	-29.000000	-9.000000	-72.000000	25.000000	-146.000000	2023/5/21 星期日 11:13:11
-86.000000	1.000000	-9.000000	-26.000000	25.000000	-146.000000	2023/5/21 星期日 11:13:11
-86.000000	1.000000	-9.000000	-26.000000	25.000000	-146.000000	2023/5/21 星期日 11:13:11
-86.000000	1.000000	-9.000000	-26.000000	25.000000	-146.000000	2023/5/21 星期日 11:13:11
-86.000000	1.000000	10.000000	-26.000000	81.000000	-146.000000	2023/5/21 星期日 11:13:11
-86.000000	1.000000	10.000000	-26.000000	81.000000	-106.000000	2023/5/21 星期日 11:13:11
-55.000000	-28.000000	10.000000	14.000000	81.000000	-106.000000	2023/5/21 星期日 11:13:11
-55.000000	-28.000000	10.000000	14.000000	81.000000	-106.000000	2023/5/21 星期日 11:13:11
-55.000000	-28.000000	10.000000	14.000000	81.000000	-106.000000	2023/5/21 星期日 11:13:11
-55.000000	-28.000000	25.000000	14.000000	-16.000000	-106.000000	2023/5/21 星期日 11:13:11
-55.000000	-28.000000	25.000000	14.000000	-16.000000	53.000000	2023/5/21 星期日 11:13:11
111.000000	-28.000000	25.000000	50.000000	-16.000000	53.000000	2023/5/21 星期日 11:13:11
111.000000	36.000000	25.000000	50.000000	-16.000000	53.000000	2023/5/21 星期日 11:13:11
111.000000	36.000000	25.000000	50.000000	-16.000000	53.000000	2023/5/21 星期日 11:13:11
111.000000	36.000000	13.000000	50.000000	15.000000	53.000000	2023/5/21 星期日 11:13:11
111.000000	36.000000	13.000000	50.000000	15.000000	13.000000	2023/5/21 星期日 11:13:11
-11.000000	36.000000	13.000000	203.000000	15.000000	13.000000	2023/5/21 星期日 11:13:11
-11.000000	-19.000000	13.000000	203.000000	15.000000	13.000000	2023/5/21 星期日 11:13:11
-11.000000	-19.000000	13.000000	203.000000	15.000000	13.000000	2023/5/21 星期日 11:13:11
-11.000000	-19.000000	13.000000	203.000000	197.000000	13.000000	2023/5/21 星期日 11:13:11
-11.000000	-19.000000	-14.000000	203.000000	197.000000	-150.000000	2023/5/21 星期日 11:13:11
-142.000000	-19.000000	-14.000000	161.000000	197.000000	-150.000000	2023/5/21 星期日 11:13:11
-142.000000	-51.000000	-14.000000	161.000000	197.000000	-150.000000	2023/5/21 星期日 11:13:11
-142.000000	-51.000000	-14.000000	161.000000	197.000000	-150.000000	2023/5/21 星期日 11:13:11
-142.000000	-51.000000	-14.000000	161.000000	60.000000	-150.000000	2023/5/21 星期日 11:13:11
-142.000000	-51.000000	-26.000000	161.000000	60.000000	-25.000000	2023/5/21 星期日 11:13:11
-48.000000	-51.000000	-26.000000	161.000000	60.000000	-25.000000	2023/5/21 星期日 11:13:11
-48.000000	4.000000	-26.000000	19.000000	60.000000	-25.000000	2023/5/21 星期日 11:13:11
-48.000000	4.000000	-26.000000	19.000000	60.000000	-25.000000	2023/5/21 星期日 11:13:11
-48.000000	4.000000	-26.000000	19.000000	60.000000	-25.000000	2023/5/21 星期日 11:13:11
-48.000000	4.000000	-13.000000	19.000000	-8.000000	-25.000000	2023/5/21 星期日 11:13:11
-115.000000	4.000000	-13.000000	19.000000	-8.000000	-63.000000	2023/5/21 星期日 11:13:11
-115.000000	-45.000000	-13.000000	-60.000000	-8.000000	-63.000000	2023/5/21 星期日 11:13:11
-115.000000	-45.000000	-13.000000	-60.000000	-8.000000	-63.000000	2023/5/21 星期日 11:13:11
-115.000000	-45.000000	-13.000000	-60.000000	-8.000000	-63.000000	2023/5/21 星期日 11:13:11
-115.000000	-45.000000	0.000000	-60.000000	3.000000	-63.000000	2023/5/21 星期日 11:13:12
-115.000000	-45.000000	0.000000	-60.000000	3.000000	-125.000000	2023/5/21 星期日 11:13:12
-141.000000	-7.000000	0.000000	-44.000000	3.000000	-125.000000	2023/5/21 星期日 11:13:12
-141.000000	-7.000000	0.000000	-44.000000	3.000000	-125.000000	2023/5/21 星期日 11:13:12
-141.000000	-7.000000	0.000000	-44.000000	3.000000	-125.000000	2023/5/21 星期日 11:13:12
-141.000000	-7.000000	-12.000000	-44.000000	64.000000	-125.000000	2023/5/21 星期日 11:13:12
-141.000000	-7.000000	-12.000000	-44.000000	64.000000	-82.000000	2023/5/21 星期日 11:13:12
-105.000000	-18.000000	-12.000000	8.000000	64.000000	-82.000000	2023/5/21 星期日 11:13:12
-105.000000	-18.000000	-12.000000	8.000000	64.000000	-82.000000	2023/5/21 星期日 11:13:12
-105.000000	-18.000000	-12.000000	8.000000	64.000000	-82.000000	2023/5/21 星期日 11:13:12
-105.000000	-18.000000	19.000000	8.000000	44.000000	-82.000000	2023/5/21 星期日 11:13:12
-105.000000	-18.000000	19.000000	8.000000	44.000000	9.000000	2023/5/21 星期日 11:13:12
18.000000	1.000000	19.000000	22.000000	44.000000	9.000000	2023/5/21 星期日 11:13:12
18.000000	1.000000	19.000000	22.000000	44.000000	9.000000	2023/5/21 星期日 11:13:12
18.000000	1.000000	19.000000	22.000000	44.000000	9.000000	2023/5/21 星期日 11:13:12
18.000000	1.000000	20.000000	22.000000	-40.000000	9.000000	2023/5/21 星期日 11:13:12
18.000000	1.000000	20.000000	22.000000	-40.000000	93.000000	2023/5/21 星期日 11:13:12
81.000000	23.000000	20.000000	139.000000	-40.000000	93.000000	2023/5/21 星期日 11:13:12
81.000000	23.000000	20.000000	139.000000	-40.000000	93.000000	2023/5/21 星期日 11:13:12
81.000000	23.000000	20.000000	139.000000	-40.000000	93.000000	2023/5/21 星期日 11:13:12
81.000000	23.000000	-3.000000	139.000000	165.000000	93.000000	2023/5/21 星期日 11:13:12
81.000000	23.000000	-3.000000	139.000000	165.000000	-118.000000	2023/5/21 星期日 11:13:12
-123.000000	-50.000000	-3.000000	206.000000	165.000000	-118.000000	2023/5/21 星期日 11:13:12
-123.000000	-50.000000	-3.000000	206.000000	165.000000	-118.000000	2023/5/21 星期日 11:13:12
-123.000000	-50.000000	-3.000000	206.000000	165.000000	-118.000000	2023/5/21 星期日 11:13:12
-123.000000	-50.000000	-23.000000	206.000000	118.000000	-118.000000	2023/5/21 星期日 11:13:12
-123.000000	-50.000000	-23.000000	206.000000	118.000000	-98.000000	2023/5/21 星期日 11:13:12
-78.000000	-14.000000	-23.000000	57.000000	118.000000	-98.000000	2023/5/21 星期日 11:13:12
-78.000000	-14.000000	-23.000000	57.000000	118.000000	-98.000000	2023/5/21 星期日 11:13:12
-78.000000	-14.000000	-23.000000	57.000000	118.000000	-98.000000	2023/5/21 星期日 11:13:12
-78.000000	-14.000000	-23.000000	57.000000	118.000000	-98.000000	2023/5/21 星期日 11:13:12
-78.000000	-14.000000	-30.000000	57.000000	14.000000	-98.000000	2023/5/21 星期日 11:13:12
-82.000000	-14.000000	-30.000000	57.000000	14.000000	-78.000000	2023/5/21 星期日 11:13:12
-82.000000	-22.000000	-30.000000	-26.000000	14.000000	-78.000000	2023/5/21 星期日 11:13:12
-82.000000	-22.000000	-30.000000	-26.000000	14.000000	-78.000000	2023/5/21 星期日 11:13:12
-82.000000	-22.000000	-2.000000	-26.000000	14.000000	-78.000000	2023/5/21 星期日 11:13:12
-82.000000	-22.000000	-2.000000	-26.000000	-14.000000	-78.000000	2023/5/21 星期日 11:13:12
-157.000000	-22.000000	-2.000000	-26.000000	-14.000000	-153.000000	2023/5/21 星期日 11:13:12
-157.000000	-32.000000	-2.000000	-59.000000	-14.000000	-153.000000	2023/5/21 星期日 11:13:12
-157.000000	-32.000000	-2.000000	-59.000000	-14.000000	-153.000000	2023/5/21 星期日 11:13:12
-157.000000	-32.000000	-2.000000	-59.000000	-14.000000	-153.000000	2023/5/21 星期日 11:13:12
-157.000000	-32.000000	-14.000000	-59.000000	39.000000	-153.000000	2023/5/21 星期日 11:13:12
-105.000000	-32.000000	-14.000000	-59.000000	39.000000	-116.000000	2023/5/21 星期日 11:13:12
-105.000000	-2.000000	-14.000000	-9.000000	39.000000	-116.000000	2023/5/21 星期日 11:13:12
-105.000000	-2.000000	-14.000000	-9.000000	39.000000	-116.000000	2023/5/21 星期日 11:13:12
-105.000000	-2.000000	-14.000000	-9.000000	39.000000	-116.000000	2023/5/21 星期日 11:13:12
-105.000000	-2.000000	1.000000	-9.000000	70.000000	-116.000000	2023/5/21 星期日 11:13:12
-73.000000	-2.000000	1.000000	-9.000000	70.000000	-82.000000	2023/5/21 星期日 11:13:12
-73.000000	-24.000000	1.000000	30.000000	70.000000	-82.000000	2023/5/21 星期日 11:13:12
-73.000000	-24.000000	1.000000	30.000000	70.000000	-82.000000	2023/5/21 星期日 11:13:12
-73.000000	-24.000000	1.000000	30.000000	70.000000	-82.000000	2023/5/21 星期日 11:13:13
-73.000000	-24.000000	17.000000	30.000000	-38.000000	-82.000000	2023/5/21 星期日 11:13:13
-73.000000	-24.000000	17.000000	30.000000	-38.000000	92.000000	2023/5/21 星期日 11:13:13
107.000000	35.000000	17.000000	71.000000	-38.000000	92.000000	2023/5/21 星期日 11:13:13
107.000000	35.000000	17.000000	71.000000	-38.000000	92.000000	2023/5/21 星期日 11:13:13
107.000000	35.000000	17.000000	71.000000	-38.000000	92.000000	2023/5/21 星期日 11:13:13
107.000000	35.000000	10.000000	71.000000	69.000000	92.000000	2023/5/21 星期日 11:13:13
107.000000	35.000000	10.000000	71.000000	69.000000	-10.000000	2023/5/21 星期日 11:13:13
-48.000000	-24.000000	10.000000	229.000000	69.000000	-10.000000	2023/5/21 星期日 11:13:13
-48.000000	-24.000000	10.000000	229.000000	69.000000	-10.000000	2023/5/21 星期日 11:13:13
-48.000000	-24.000000	10.000000	229.000000	69.000000	-10.000000	2023/5/21 星期日 11:13:13
-48.000000	-24.000000	-13.000000	229.000000	186.000000	-10.000000	2023/5/21 星期日 11:13:13
-48.000000	-24.000000	-13.000000	229.000000	186.000000	-128.000000	2023/5/21 星期日 11:13:13
-122.000000	-45.000000	-13.000000	115.000000	186.000000	-128.000000	2023/5/21 星期日 11:13:13
-122.000000	-45.000000	-13.000000	115.000000	186.000000	-128.000000	2023/5/21 星期日 11:13:13
-122.000000	-45.000000	-13.000000	115.000000	186.000000	-128.000000	2023/5/21 星期日 11:13:13
-122.000000	-45.000000	-26.000000	115.000000	186.000000	-128.000000	2023/5/21 星期日 11:13:13
-122.000000	-45.000000	-26.000000	115.000000	46.000000	-25.000000	2023/5/21 星期日 11:13:13
-46.000000	6.000000	-26.000000	115.000000	46.000000	-25.000000	2023/5/21 星期日 11:13:13
-46.000000	6.000000	-26.000000	9.000000	46.000000	-25.000000	2023/5/21 星期日 11:13:13
-46.000000	6.000000	-26.000000	9.000000	46.000000	-25.000000	2023/5/21 星期日 11:13:13
-46.000000	6.000000	-3.000000	9.000000	46.000000	-25.000000	2023/5/21 星期日 11:13:13
-46.000000	6.000000	-3.000000	9.000000	-14.000000	-25.000000	2023/5/21 星期日 11:13:13
-108.000000	-44.000000	-3.000000	9.000000	-14.000000	-69.000000	2023/5/21 星期日 11:13:13
-108.000000	-44.000000	-3.000000	-78.000000	-14.000000	-69.000000	2023/5/21 星期日 11:13:13
-108.000000	-44.000000	-3.000000	-78.000000	-14.000000	-69.000000	2023/5/21 星期日 11:13:13
-108.000000	-44.000000	5.000000	-78.000000	-14.000000	-69.000000	2023/5/21 星期日 11:13:13
-108.000000	-44.000000	5.000000	-78.000000	9.000000	-69.000000	2023/5/21 星期日 11:13:13
-125.000000	-1.000000	5.000000	-78.000000	9.000000	-113.000000	2023/5/21 星期日 11:13:13
-125.000000	-1.000000	5.000000	-40.000000	9.000000	-113.000000	2023/5/21 星期日 11:13:13
-125.000000	-1.000000	5.000000	-40.000000	9.000000	-113.000000	2023/5/21 星期日 11:13:13
-125.000000	-1.000000	-3.000000	-40.000000	9.000000	-113.000000	2023/5/21 星期日 11:13:13
-125.000000	-1.000000	-3.000000	-40.000000	74.000000	-113.000000	2023/5/21 星期日 11:13:13
-96.000000	-22.000000	-3.000000	-40.000000	74.000000	-76.000000	2023/5/21 星期日 11:13:13
-96.000000	-22.000000	-3.000000	6.000000	74.000000	-76.000000	2023/5/21 星期日 11:13:13
-96.000000	-22.000000	-3.000000	6.000000	74.000000	-76.000000	2023/5/21 星期日 11:13:13
-96.000000	-22.000000	24.000000	6.000000	74.000000	-76.000000	2023/5/21 星期日 11:13:13
-96.000000	-22.000000	24.000000	6.000000	37.000000	-76.000000	2023/5/21 星期日 11:13:13
4.000000	-22.000000	24.000000	6.000000	37.000000	13.000000	2023/5/21 星期日 11:13:13
4.000000	-2.000000	24.000000	38.000000	37.000000	13.000000	2023/5/21 星期日 11:13:13
4.000000	-2.000000	24.000000	38.000000	37.000000	13.000000	2023/5/21 星期日 11:13:13
4.000000	-2.000000	24.000000	38.000000	37.000000	13.000000	2023/5/21 星期日 11:13:13
4.000000	-2.000000	17.000000	38.000000	37.000000	13.000000	2023/5/21 星期日 11:13:13
4.000000	-2.000000	17.000000	38.000000	-10.000000	78.000000	2023/5/21 星期日 11:13:13
61.000000	20.000000	17.000000	157.000000	-10.000000	78.000000	2023/5/21 星期日 11:13:13
61.000000	20.000000	17.000000	157.000000	-10.000000	78.000000	2023/5/21 星期日 11:13:13
61.000000	20.000000	17.000000	157.000000	-10.000000	78.000000	2023/5/21 星期日 11:13:13
61.000000	20.000000	6.000000	157.000000	-10.000000	78.000000	2023/5/21 星期日 11:13:13
61.000000	20.000000	6.000000	157.000000	170.000000	-87.000000	2023/5/21 星期日 11:13:13
-94.000000	-44.000000	6.000000	177.000000	170.000000	-87.000000	2023/5/21 星期日 11:13:14
-94.000000	-44.000000	6.000000	177.000000	170.000000	-87.000000	2023/5/21 星期日 11:13:14
-94.000000	-44.000000	6.000000	177.000000	170.000000	-87.000000	2023/5/21 星期日 11:13:14
-94.000000	-44.000000	-15.000000	177.000000	170.000000	-87.000000	2023/5/21 星期日 11:13:14
-94.000000	-44.000000	-15.000000	177.000000	97.000000	-61.000000	2023/5/21 星期日 11:13:14
-60.000000	-9.000000	-15.000000	177.000000	97.000000	-61.000000	2023/5/21 星期日 11:13:14
-60.000000	-9.000000	-15.000000	43.000000	97.000000	-61.000000	2023/5/21 星期日 11:13:14
-60.000000	-9.000000	-15.000000	43.000000	97.000000	-61.000000	2023/5/21 星期日 11:13:14
-60.000000	-9.000000	-21.000000	43.000000	97.000000	-61.000000	2023/5/21 星期日 11:13:14
-60.000000	-9.000000	-21.000000	43.000000	9.000000	-61.000000	2023/5/21 星期日 11:13:14
-72.000000	-21.000000	-21.000000	43.000000	9.000000	-49.000000	2023/5/21 星期日 11:13:14
-72.000000	-21.000000	-21.000000	-40.000000	9.000000	-49.000000	2023/5/21 星期日 11:13:14
-72.000000	-21.000000	-21.000000	-40.000000	9.000000	-49.000000	2023/5/21 星期日 11:13:14
-72.000000	-21.000000	8.000000	-40.000000	9.000000	-49.000000	2023/5/21 星期日 11:13:14
-72.000000	-21.000000	8.000000	-40.000000	-7.000000	-49.000000	2023/5/21 星期日 11:13:14
-149.000000	-26.000000	8.000000	-40.000000	-7.000000	-131.000000	2023/5/21 星期日 11:13:14
-149.000000	-26.000000	8.000000	-57.000000	-7.000000	-131.000000	2023/5/21 星期日 11:13:14
-149.000000	-26.000000	8.000000	-57.000000	-7.000000	-131.000000	2023/5/21 星期日 11:13:14
-149.000000	-26.000000	-4.000000	-57.000000	-7.000000	-131.000000	2023/5/21 星期日 11:13:14
-149.000000	-26.000000	-4.000000	-57.000000	50.000000	-131.000000	2023/5/21 星期日 11:13:14
-94.000000	-3.000000	-4.000000	-57.000000	50.000000	-88.000000	2023/5/21 星期日 11:13:14
