index,data
sensor_1,0.024963295558095004
sensor_2,0.008004994577169376
sensor_3,0.008370426806807532
sensor_4,0.36474213976860054
sensor_5,0.3544021836757659
sensor_6,0.027412304258346593
(values of posing batbot using calibration)
