,Time,Fx,Fy,Fz,Mx,My,Mz
0,0.01420736312866211,0.8900341296928327,0.31358361774744026,6.25675767918089,-0.011451535836177397,0.002646075085324301,0.019557337883959094
1,0.03125739097595215,0.8900341296928327,0.31358361774744026,6.25675767918089,-0.011451535836177397,0.0027460750853243003,0.019457337883959105
2,0.048269033432006836,0.8900341296928327,0.31358361774744026,6.266757679180889,-0.011751535836177399,0.002946075085324301,0.019457337883959105
3,0.06534957885742188,0.8900341296928327,0.32358361774744004,6.266757679180889,-0.011751535836177399,0.002946075085324301,0.019557337883959094
4,0.08228278160095215,0.8900341296928327,0.32358361774744004,6.266757679180889,-0.011751535836177399,0.002946075085324301,0.019557337883959094
5,0.09922146797180176,0.9000341296928329,0.3335836177474403,6.266757679180889,-0.011851535836177401,0.002946075085324301,0.019457337883959105
6,0.11619210243225098,0.9000341296928329,0.3335836177474403,6.266757679180889,-0.011851535836177401,0.002946075085324301,0.019457337883959105
7,0.13337254524230957,0.9000341296928329,0.3335836177474403,6.25675767918089,-0.011851535836177401,0.0032460750853243008,0.019457337883959105
8,0.1503150463104248,0.9000341296928329,0.3335836177474403,6.25675767918089,-0.011851535836177401,0.0032460750853243008,0.01965733788395911
9,0.16728615760803223,0.9000341296928329,0.3335836177474403,6.25675767918089,-0.011851535836177401,0.0032460750853243008,0.01965733788395911
10,0.18423056602478027,0.9000341296928329,0.3335836177474403,6.266757679180889,-0.012151535836177403,0.0034460750853242995,0.01965733788395911
11,0.20134449005126953,0.8900341296928327,0.34358361774744006,6.266757679180889,-0.012251535836177399,0.0033460750853243,0.0197573378839591
12,0.21926426887512207,0.9000341296928329,0.34358361774744006,6.266757679180889,-0.012251535836177399,0.0033460750853243,0.01965733788395911
13,0.2363138198852539,0.9000341296928329,0.34358361774744006,6.266757679180889,-0.012251535836177399,0.0033460750853243,0.01965733788395911
14,0.2532200813293457,0.9000341296928329,0.34358361774744006,6.276757679180889,-0.012251535836177399,0.0034460750853242995,0.01965733788395911
15,0.2703413963317871,0.9000341296928329,0.34358361774744006,6.276757679180889,-0.012251535836177399,0.0034460750853242995,0.019557337883959094
16,0.28717494010925293,0.9000341296928329,0.34358361774744006,6.276757679180889,-0.012251535836177399,0.0034460750853242995,0.019557337883959094
17,0.3042418956756592,0.9000341296928329,0.34358361774744006,6.266757679180889,-0.012351535836177402,0.0034460750853242995,0.019557337883959094
18,0.321305513381958,0.9100341296928327,0.34358361774744006,6.266757679180889,-0.012351535836177402,0.0034460750853242995,0.019357337883959116
19,0.33843421936035156,0.9100341296928327,0.3335836177474403,6.286757679180889,-0.012251535836177399,0.0031460750853242996,0.019357337883959116
20,0.35537028312683105,0.9100341296928327,0.3335836177474403,6.286757679180889,-0.012251535836177399,0.0031460750853242996,0.019357337883959116
21,0.37234020233154297,0.9100341296928327,0.3335836177474403,6.286757679180889,-0.012251535836177399,0.0031460750853242996,0.019357337883959116
22,0.3902575969696045,0.9100341296928327,0.32358361774744004,6.276757679180889,-0.012251535836177399,0.0031460750853242996,0.0192573378839591
23,0.40740180015563965,0.9100341296928327,0.31358361774744026,6.276757679180889,-0.012151535836177403,0.0031460750853242996,0.0192573378839591
24,0.4242672920227051,0.9100341296928327,0.31358361774744026,6.286757679180889,-0.011851535836177401,0.0032460750853243008,0.0192573378839591
25,0.44156861305236816,0.9100341296928327,0.31358361774744026,6.276757679180889,-0.011651535836177403,0.0031460750853242996,0.0192573378839591
26,0.4595344066619873,0.9100341296928327,0.30358361774744,6.276757679180889,-0.011651535836177403,0.0031460750853242996,0.019357337883959116
27,0.47767066955566406,0.9100341296928327,0.30358361774744,6.276757679180889,-0.011651535836177403,0.0031460750853242996,0.019357337883959116
28,0.49541544914245605,0.9100341296928327,0.29358361774744024,6.276757679180889,-0.011351535836177401,0.0031460750853242996,0.01915733788395911
29,0.5125839710235596,0.9100341296928327,0.29358361774744024,6.276757679180889,-0.011451535836177397,0.0031460750853242996,0.019557337883959094
30,0.5303564071655273,0.9100341296928327,0.28358361774744,6.25675767918089,-0.011151535836177402,0.0033460750853243,0.019557337883959094
31,0.5474917888641357,0.9100341296928327,0.28358361774744,6.266757679180889,-0.0108515358361774,0.0034460750853242995,0.019557337883959094
32,0.5653800964355469,0.9100341296928327,0.28358361774744,6.276757679180889,-0.010751535836177398,0.0035460750853243007,0.019557337883959094
33,0.5825045108795166,0.9100341296928327,0.2735836177474402,6.266757679180889,-0.010651535836177402,0.0034460750853242995,0.019457337883959105
34,0.6002626419067383,0.9100341296928327,0.2735836177474402,6.266757679180889,-0.010651535836177402,0.0034460750853242995,0.019557337883959094
35,0.6175310611724854,0.9100341296928327,0.2735836177474402,6.266757679180889,-0.010651535836177402,0.0034460750853242995,0.019557337883959094
36,0.635326623916626,0.9100341296928327,0.2735836177474402,6.276757679180889,-0.0103515358361774,0.0036460750853243,0.019457337883959105
37,0.6523597240447998,0.9100341296928327,0.2535836177474402,6.266757679180889,-0.010151535836177401,0.0035460750853243007,0.01965733788395911
38,0.6695683002471924,0.9000341296928329,0.2535836177474402,6.276757679180889,-0.010151535836177401,0.0032460750853243008,0.019457337883959105
39,0.6873331069946289,0.9000341296928329,0.2535836177474402,6.276757679180889,-0.010051535836177398,0.0031460750853242996,0.019457337883959105
40,0.7044720649719238,0.8900341296928327,0.24358361774743997,6.266757679180889,-0.009751535836177397,0.002946075085324301,0.019557337883959094
41,0.7223381996154785,0.8900341296928327,0.22358361774743996,6.266757679180889,-0.009651535836177401,0.0030460750853243002,0.0192573378839591
