Time,Fx,Fy,Fz,Mx,My,Mz
0.014144420623779297,-0.304452296819788,0.21339222614840989,2.471554770318022,0.22496890459363966,-0.16531696113074212,0.04038833922261481
0.031161069869995117,-0.4344522968197879,0.0433922261484099,3.381554770318022,0.2241689045936397,-0.1468169611307421,0.035488339222614795
0.048061370849609375,-0.4344522968197879,0.0433922261484099,3.381554770318022,0.2241689045936397,-0.1468169611307421,0.035488339222614795
0.06514644622802734,-0.294452296819788,0.02339222614840991,3.521554770318021,0.2089689045936397,-0.11241696113074211,0.00478833922261479
0.0821373462677002,0.13554770318021192,0.4633922261484099,3.3415547703180213,0.13766890459363967,-0.0752169611307421,-0.01881166077738522
0.09917807579040527,0.475547703180212,0.76339222614841,3.351554770318021,0.04606890459363966,-0.056216961130742094,0.014888339222614788
0.11605358123779297,0.585547703180212,1.0533922261484099,2.7415547703180216,-0.0924310954063603,-0.010616961130742102,0.05498833922261481
0.13306236267089844,0.215547703180212,1.18339222614841,3.271554770318021,-0.19203109540636032,0.0364830388692579,0.07188833922261478
0.150191068649292,0.215547703180212,1.18339222614841,3.271554770318021,-0.19203109540636032,0.0364830388692579,0.07188833922261478
0.16711187362670898,-0.31445229681978804,0.8333922261484099,3.641554770318022,-0.14623109540636037,0.0224830388692579,0.061288339222614785
0.18407058715820312,-0.24445229681978797,0.5733922261484099,2.8615547703180226,-0.08673109540636037,0.008383038869257897,0.04228833922261477
0.20110678672790527,-0.054452296819788026,0.6133922261484099,1.8215547703180217,-0.08973109540636037,0.0476830388692579,0.01588833922261479
0.21811127662658691,0.015547703180212036,0.66339222614841,1.2515547703180214,-0.10063109540636028,0.0673830388692579,0.006388339222614781
0.23512792587280273,0.07554770318021209,0.6033922261484099,0.36155477031802263,-0.10773109540636028,0.0452830388692579,0.047688339222614784
0.25207972526550293,-0.3644522968197881,0.51339222614841,-1.1984452296819779,-0.1993310954063603,0.0159830388692579,0.0958883392226148
0.26906347274780273,-0.3644522968197881,0.51339222614841,-1.1984452296819779,-0.1993310954063603,0.0159830388692579,0.0958883392226148
0.2862231731414795,-0.9244522968197881,0.2333922261484099,-1.4284452296819783,-0.30273109540636034,-0.004616961130742104,0.08768833922261482
0.30316972732543945,-0.524452296819788,0.3033922261484099,-1.028445229681978,-0.33393109540636035,0.061083038869257894,0.04368833922261478
0.3201334476470947,0.005547703180212027,0.87339222614841,-2.068445229681979,-0.3765310954063603,0.15468303886925788,0.007788339222614793
0.337155818939209,0.04554770318021206,1.33339222614841,-3.248445229681977,-0.45373109540636025,0.1608830388692579,0.001988339222614821
0.35413527488708496,0.14554770318021193,1.7933922261484099,-3.5484452296819775,-0.5320310954063603,0.1320830388692579,0.025088339222614775
0.3711881637573242,-0.04445229681978802,1.9833922261484098,-3.4484452296819796,-0.5719310954063603,0.10808303886925791,0.05198833922261481
0.3880615234375,-0.04445229681978802,1.9833922261484098,-3.4484452296819796,-0.5719310954063603,0.10808303886925791,0.05198833922261481
0.4050743579864502,-0.3744522968197881,1.9233922261484098,-3.35844522968198,-0.5804310954063603,0.0688830388692579,0.04068833922261478
0.42211389541625977,-0.12445229681978809,2.0233922261484096,-2.348445229681978,-0.5379310954063603,0.0635830388692579,-0.004411660777385196
0.439129114151001,0.255547703180212,2.24339222614841,-2.1684452296819785,-0.46713109540636033,0.06878303886925789,-0.022711660777385206
0.45607662200927734,-0.01445229681978799,2.0833922261484097,-2.478445229681979,-0.4410310954063603,-0.004616961130742104,-0.019711660777385204
0.4730796813964844,-0.14445229681978788,1.64339222614841,-1.3684452296819778,-0.39823109540636037,-0.0718169611307421,-0.013411660777385204
0.49019598960876465,-0.14445229681978788,1.64339222614841,-1.3684452296819778,-0.39823109540636037,-0.0718169611307421,-0.013411660777385204
0.5070679187774658,-0.09445229681978806,1.44339222614841,-0.3484452296819782,-0.3184310954063603,-0.0776169611307421,-0.010711660777385223
0.524111270904541,-0.35445229681978807,0.92339222614841,0.42155477031802135,-0.19943109540636028,-0.1032169611307421,0.0006883392226147977
