Time,Fx,Fy,Fz,Mx,My,Mz
0.014196157455444336,-0.8367247386759582,-2.432787456445993,-4.25271777003484,0.3561641114982579,-0.1149142857142857,0.02014390243902442
0.031137704849243164,-0.28672473867595816,-2.4227874564459926,-3.472717770034839,0.3103641114982579,-0.0911142857142857,0.030843902439024407
0.04816722869873047,-0.28672473867595816,-2.4227874564459926,-3.472717770034839,0.3103641114982579,-0.0911142857142857,0.030843902439024407
0.06521987915039062,-0.2067247386759581,-2.242787456445993,-2.74271777003484,0.2371641114982579,-0.009414285714285701,0.0606439024390244
0.08234596252441406,-0.48672473867595833,-2.0627874564459927,-1.9127177700348401,0.1778641114982579,0.0686857142857143,0.012243902439024401
0.09925675392150879,-0.5167247386759581,-1.4327874564459926,-1.6927177700348395,0.1390641114982579,0.0625857142857143,-0.03105609756097559
0.11618852615356445,-0.08672473867595798,-1.0227874564459927,-0.8627177700348394,0.0574641114982579,0.057885714285714304,-0.03875609756097559
0.13318395614624023,0.583275261324042,-0.3127874564459927,-0.13271777003483898,-0.0979358885017421,0.15058571428571432,-0.055156097560975594
0.1501781940460205,0.6132752613240418,0.29721254355400717,2.127282229965161,-0.2160358885017421,0.2264857142857143,-0.048656097560975595
0.16727566719055176,0.6132752613240418,0.29721254355400717,2.127282229965161,-0.2160358885017421,0.2264857142857143,-0.048656097560975595
0.1842663288116455,0.4532752613240416,-0.49278745644599287,5.14728222996516,-0.0544358885017421,0.24528571428571433,-0.01265609756097559
0.20125961303710938,0.4532752613240416,-0.5527874564459927,4.257282229965161,0.0979641114982579,0.2420857142857143,0.034043902439024415
0.21822667121887207,0.2932752613240419,-0.7127874564459926,4.65728222996516,0.1084641114982579,0.2403857142857143,0.034143902439024404
0.23520326614379883,0.2832752613240417,-0.9027874564459926,5.25728222996516,0.1629641114982579,0.24068571428571434,0.01964390243902442
0.25217533111572266,0.2032752613240416,-0.9127874564459926,5.207282229965161,0.2048641114982579,0.20348571428571433,0.035743902439024394
0.2692446708679199,0.2032752613240416,-0.9127874564459926,5.207282229965161,0.2048641114982579,0.20348571428571433,0.035743902439024394
0.28617334365844727,0.10327526132404197,-1.2327874564459926,5.617282229965161,0.2898641114982579,0.18378571428571427,0.02654390243902441
0.30326342582702637,-0.3067247386759582,-1.3727874564459928,4.5172822299651605,0.4073641114982579,0.1130857142857143,0.0072439024390244106
0.3202545642852783,-0.36672473867595823,-1.6827874564459928,2.8172822299651603,0.4749641114982579,-0.0050142857142857,-0.009356097560975593
0.33727049827575684,0.2732752613240419,-0.9527874564459926,0.7672822299651596,0.3635641114982579,-0.0489142857142857,0.008443902439024403
0.3542168140411377,0.1832752613240416,-0.5927874564459927,0.6472822299651604,0.2297641114982579,-0.0441142857142857,0.008243902439024411
0.3712460994720459,-0.336724738675958,-0.7627874564459927,0.04728222996516074,0.2740641114982579,-0.0880142857142857,-0.037056097560975595
0.38840246200561523,-0.336724738675958,-0.7627874564459927,0.04728222996516074,0.2740641114982579,-0.0880142857142857,-0.037056097560975595
0.405379056930542,-0.1967247386759583,-0.6627874564459926,-1.6927177700348395,0.3218641114982579,-0.19471428571428573,-0.027856097560975596
