sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,timestamp
-0.33894444766199644,-0.06270646424645984,0.06271568320515453,-0.19549584922694885,-0.23036408047029863,-0.4494569689433582,0.0
-0.33894444766199644,-0.06270646424645984,0.10986729346039592,-0.19549584922694885,-0.23036408047029863,-0.4494569689433582,0.01570892333984375
-0.33894444766199644,-0.06270646424645984,0.10986729346039592,-0.19549584922694885,-0.32279583434412373,-0.4494569689433582,0.03182029724121094
-0.33894444766199644,-0.06270646424645984,0.10986729346039592,-0.19549584922694885,-0.32279583434412373,-0.07413510386157109,0.04761481285095215
-0.33894444766199644,-0.00915029765719974,0.10986729346039592,-0.19549584922694885,-0.32279583434412373,-0.07413510386157109,0.06368041038513184
-0.33894444766199644,-0.00915029765719974,0.10986729346039592,-0.3476358109464618,-0.32279583434412373,-0.07413510386157109,0.07971620559692383
0.05096018550240938,-0.00915029765719974,0.10986729346039592,-0.3476358109464618,-0.32279583434412373,-0.07413510386157109,0.0956110954284668
0.05096018550240938,-0.00915029765719974,0.10986729346039592,-0.3476358109464618,-0.32279583434412373,-0.07413510386157109,0.11138749122619629
0.05096018550240938,-0.00915029765719974,0.15374648950817882,-0.3476358109464618,-0.32279583434412373,-0.07413510386157109,0.1276712417602539
0.05096018550240938,-0.00915029765719974,0.15374648950817882,-0.3476358109464618,-0.470624770920967,0.3433122545082562,0.1434798240661621
0.05096018550240938,0.03018913297300732,0.15374648950817882,-0.3476358109464618,-0.470624770920967,0.3433122545082562,0.1595442295074463
0.05096018550240938,0.03018913297300732,0.15374648950817882,-0.3476358109464618,-0.470624770920967,0.3433122545082562,0.1761467456817627
0.4054091894372696,0.03018913297300732,0.15374648950817882,-0.34042501983546936,-0.470624770920967,0.3433122545082562,0.19201326370239258
0.4054091894372696,0.03018913297300732,0.15374648950817882,-0.34042501983546936,-0.470624770920967,0.3433122545082562,0.20802569389343262
0.4054091894372696,0.03018913297300732,0.10919768743040859,-0.34042501983546936,-0.470624770920967,0.3433122545082562,0.22358393669128418
